id,title,subject,type,family,year,classroomRole,interactionModel,curriculumTopic,curriculumRef
chemistry-l4b-gas-tests-ii-nh3-cl2,L4b · Gas Tests II (NH₃ Cl₂),Chemistry,lesson,Gas Tests II (NH₃ Cl₂),2025-26,,,,
chemistry-l1-indicators,L1 · Indicators,Chemistry,lesson,Indicators,2025-26,,,,
chemistry-l3-ions-neutralisation,L3 · Ions & Neutralisation,Chemistry,lesson,Ions & Neutralisation,2025-26,,,,
chemistry-l2-the-ph-scale,L2 · The pH Scale,Chemistry,lesson,The pH Scale,2025-26,,,,
chemistry-virtual-lab-acids-alkalis-l3c,Virtual Lab · Acids & Alkalis (L3c),Chemistry,lesson,Virtual Lab · Acids & Alkalis (L3c),2025-26,,,,
games-globe-snake,🌐 Globe Snake,Games,game,Globe Snake,2025-26,,,,
games-grapple,🪝 Grapple,Games,game,Grapple,2025-26,,,,
games-grid-chase,🏁 Grid Chase,Games,game,Grid Chase,2025-26,,,,
games-kids-vs-staff-showdown,🏆 Kids vs Staff: Showdown,Games,game,Kids vs Staff: Showdown,2025-26,,,,
games-lumins,✨ Lumins,Games,game,Lumins,2025-26,,,,
games-marble,⚪ Marble,Games,game,Marble,2025-26,,,,
games-neon-garden,🌸 Neon Garden,Games,game,Neon Garden,2025-26,,,,
games-neon-siege,🛡️ Neon Siege,Games,game,Neon Siege,2025-26,,,,
games-neon-snake-overdrive,⚡ Neon Snake Overdrive,Games,game,Neon Snake Overdrive,2025-26,,,,
games-one-guy,👻 One Guy,Games,game,One Guy,2025-26,,,,
games-orbital,🛰️ Orbital,Games,game,Orbital,2025-26,,,,
games-prism,🔺 Prism,Games,game,Prism,2025-26,,,,
games-slipstream,⚪ Slipstream,Games,game,Slipstream,2025-26,,,,
games-slipstream-gp,⚪ Slipstream - GP,Games,game,Slipstream - GP,2025-26,,,,
games-static,📺 Static,Games,game,Static,2025-26,,,,
games-kids-vs-staff-studio-v8,Kids vs Staff · Studio Game Show (v8 Autopilot),Games,game,Studio Game Show,2025-26,,,,
games-last-lighthouse,🗼 The Last Lighthouse,Games,game,The Last Lighthouse,2025-26,,,,
games-trekkers-trail-runner-tees-coast,Trekkers Trail Runner — Tees Coast,Games,game,Trail Runner,2025-26,,,,
games-trail-runner,🎮 Trail Runner,Games,game,Trail Runner,2025-26,,,,
games-vortex,🌀 Vortex,Games,game,Vortex,2025-26,,,,
games-voxel-frontier,⛏️ Voxel Frontier,Games,game,Voxel Frontier,2025-26,,,,
games-voxelcraft,🧱 VoxelCraft,Games,game,VoxelCraft,2025-26,,,,
games-world-cup-v3-match-director,World Cup v3 — Match Director,Games,game,World Cup,2025-26,,,,
games-world-cup-v5-showdown,World Cup v5 — Showdown,Games,game,World Cup,2025-26,,,,
games-worldcup-three-lions,⚽ World Cup: Road to the Three Lions Final,Games,game,World Cup,2025-26,,,,
games-wrecking-crew,🔨 Wrecking Crew,Games,game,Wrecking Crew,2025-26,,,,
intervention-y10-battle-arena,Battle Arena,Intervention (Y10),game,Battle Arena,2025-26,,,,
intervention-y10-escape-room,Escape Room,Intervention (Y10),game,Escape Room,2025-26,,,,
intervention-y10-gut-reaction-digestion-absorption,Gut Reaction · Digestion & Absorption,Intervention (Y10),lesson,Gut Reaction · Digestion & Absorption,2025-26,,,,
intervention-y10-l8a-powerhouse-arena-team-quiz,L8a · Powerhouse Arena Team Quiz,Intervention (Y10),game,Powerhouse Arena Team Quiz,2025-26,,,,
intervention-y10-l8a-respiration-atp-aerobic,L8a · Respiration & ATP (Aerobic),Intervention (Y10),lesson,Respiration & ATP (Aerobic),2025-26,,,,
intervention-y10-v-i-r-pupil-app,V = I × R · Pupil App,Intervention (Y10),pupil,V = I × R · Pupil App,2025-26,,,,
intervention-y10-v-i-r-teacher-app,V = I × R · Teacher App,Intervention (Y10),teacher,V = I × R · Teacher App,2025-26,,,,
local-choice-local-choice-hub,Local Choice Hub,Local Choice,pupil,Local Choice,2025-26,,,,
local-choice-opening-night,Opening Night,Local Choice,lesson,Local Choice,2025-26,,,,
local-choice-the-foxglove-case,The Foxglove Case,Local Choice,lesson,Local Choice,2025-26,,,,
pshe-and-asdan-peq-evidence-binder-v7,PEQ Evidence Binder v7,PSHE & ASDAN,teacher,ASDAN PEQ,2025-26,,,,
asdan-build-engine-hub,BUILD Engine · Week 1 Lesson Hub,PSHE & ASDAN,teacher,BUILD Pathway,2025-26,,,,
pshe-asdan-consent-p1-knowledge-organiser,Consent P1 · Knowledge Organiser,PSHE & ASDAN,support,Consent P1,2025-26,,,,
pshe-asdan-consent-p1-lesson,Consent P1 · Lesson,PSHE & ASDAN,lesson,Consent P1,2025-26,,,,
pshe-asdan-consent-p1-pack-foundation,Consent P1 · Pack (Foundation),PSHE & ASDAN,pupil,Consent P1,2025-26,,,,
pshe-asdan-consent-p1-pack-higher,Consent P1 · Pack (Higher),PSHE & ASDAN,pupil,Consent P1,2025-26,,,,
pshe-asdan-consent-p1-pack-middle,Consent P1 · Pack (Middle),PSHE & ASDAN,pupil,Consent P1,2025-26,,,,
pshe-asdan-consent-p2-knowledge-organiser,Consent P2 · Knowledge Organiser,PSHE & ASDAN,support,Consent P2,2025-26,,,,
pshe-asdan-consent-p2-lesson,Consent P2 · Lesson,PSHE & ASDAN,lesson,Consent P2,2025-26,,,,
pshe-asdan-consent-p2-pack-foundation,Consent P2 · Pack (Foundation),PSHE & ASDAN,pupil,Consent P2,2025-26,,,,
pshe-asdan-consent-p2-pack-higher,Consent P2 · Pack (Higher),PSHE & ASDAN,pupil,Consent P2,2025-26,,,,
pshe-asdan-consent-p2-pack-middle,Consent P2 · Pack (Middle),PSHE & ASDAN,pupil,Consent P2,2025-26,,,,
pshe-asdan-social-media-wellbeing-homework,Social Media & Wellbeing · Homework,PSHE & ASDAN,pupil,Social Media & Wellbeing,2025-26,,,,
physics-l1-circuits-symbols-series-parallel,"L1 · Circuits, Symbols, Series & Parallel",Physics,lesson,"Circuits, Symbols, Series & Parallel",2025-26,,,,
physics-current-rush,Current Rush,Physics,game,Current Rush,2025-26,,,,
physics-consolidation-electricity-review,Consolidation · Electricity Review,Physics,revision,Electricity Review,2025-26,,,,
physics-l4a-electron-flow,L4a · Electron Flow,Physics,lesson,Electron Flow,2025-26,,,,
physics-l4-electron-flow-and-series-calculations,L4 · Electron Flow & Series Calculations,Physics,lesson,Electron Flow & Series Calculations,2025-26,,,,
physics-l2c-ohm-s-law-phet-take-2,L2c · Ohm's Law PhET (Take 2),Physics,lesson,Ohm's Law PhET (Take 2),2025-26,,,,
physics-l2b-ohm-s-law-phet-practical,L2b · Ohm's Law PhET Practical,Physics,lesson,Ohm's Law PhET Practical,2025-26,,,,
physics-l3-ohm-s-law-in-action,L3 · Ohm's Law in Action,Physics,lesson,Ohm's Law in Action,2025-26,,,,
physics-l2-voltage-current-resistance,"L2 · Voltage, Current & Resistance",Physics,lesson,"Voltage, Current & Resistance",2025-26,,,,
physics-l5-wave-properties-definitions,L5 · Wave Properties & Definitions,Physics,lesson,Wave Properties & Definitions,2025-26,,,,
physics-l6-wave-speed-equation,L6 · Wave Speed Equation,Physics,lesson,Wave Speed Equation,2025-26,,,,
physics-waves-l4a-wave-anatomy,Waves · L4a · Wave Anatomy,Physics,lesson,Waves · L4a · Wave Anatomy,2025-26,,,,
physics-waves-l4b-frequency-period,Waves · L4b · Frequency & Period,Physics,lesson,Waves · L4b · Frequency & Period,2025-26,,,,
physics-waves-l4c-energy-transfer,Waves · L4c · Energy Transfer,Physics,lesson,Waves · L4c · Energy Transfer,2025-26,,,,
physics-l7-waves-reflection-refraction,L7 · Waves: Reflection & Refraction,Physics,lesson,Waves: Reflection & Refraction,2025-26,,,,
planning-build-autumn-1-weekly-plans-and-year-plan,BUILD — Autumn 1 Weekly Plans & Year Plan,Planning,teacher,Weekly Planning,2025-26,,,,
planning-grow-autumn-1-weekly-plans,GROW — Autumn 1 Weekly Plans,Planning,teacher,Weekly Planning,2025-26,,,,
planning-launch-autumn-1-weekly-plans,LAUNCH — Autumn 1 Weekly Plans,Planning,teacher,Weekly Planning,2025-26,,,,
rivers-l1e-final-briefing,L1e · Final Briefing,Rivers,lesson,Final Briefing,2025-26,,,,
rivers-l1d-life-in-the-grass,L1d · Life in the Grass,Rivers,lesson,Life in the Grass,2025-26,,,,
rivers-l1c-reading-the-river,L1c · Reading the River,Rivers,lesson,Reading the River,2025-26,,,,
rivers-l1a-tees-source-to-sea,L1a · Tees: Source to Sea,Rivers,lesson,Tees: Source to Sea,2025-26,,,,
rivers-l1b-your-river-your-home,"L1b · Your River, Your Home",Rivers,lesson,"Your River, Your Home",2025-26,,,,
lundy-loop-calibration-game,Is This an R? — Calibration Game,Staff CPD,teacher,Lundy Loop,2025-26,,,,
lundy-loop-walk-logger,Loop Walk Logger,Staff CPD,teacher,Lundy Loop,2025-26,,,,
lundy-loop-hub,Lundy Loop — Master Pack Hub,Staff CPD,teacher,Lundy Loop,2025-26,,,,
lundy-loop-whole-school-reference,Lundy Loop — Whole-School Reference,Staff CPD,teacher,Lundy Loop,2025-26,,,,
tees-trekkers-aqa-evidence-l1-building-evidence,AQA Evidence · L1 Building Evidence,Tees Trekkers,pupil,AQA Evidence · L1 Building Evidence,2025-26,,,,
tees-trekkers-aqa-evidence-l2-reflection-sign-off,AQA Evidence · L2 Reflection & Sign-off,Tees Trekkers,pupil,AQA Evidence · L2 Reflection & Sign-off,2025-26,,,,
tees-trekkers-coatham-expedition-pupil,Coatham Expedition · Pupil,Tees Trekkers,pupil,Coatham Expedition,2025-26,,,,
tees-trekkers-coatham-expedition-teacher,Coatham Expedition · Teacher,Tees Trekkers,teacher,Coatham Expedition,2025-26,,,,
tees-trekkers-l19-fieldwork-day,L19 · Fieldwork Day,Tees Trekkers,lesson,Fieldwork Day,2025-26,,,,
tees-trekkers-l18-risk-sampling,L18 · Risk & Sampling,Tees Trekkers,lesson,Risk & Sampling,2025-26,,,,
tees-trekkers-trail-runner-side-quest,🎮 Trail Runner · Side Quest,Tees Trekkers,game,Trail Runner · Side Quest,2025-26,,,,
